Datum och tid för uttag,Register/källa,Titel,Diagramrubrik,Indikator-Id,Mätperiod,Periodtyp,Regionskod,Enhetskod,Enhetstyp,Enhetsnamn,Ålder,Kön/Totalt,Måttenhet,Värde
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-10,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,486
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-09,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,449
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-08,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,518
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-07,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,476
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-06,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,512
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-05,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,494
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-04,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,476
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-03,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,450
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-02,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,448
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-01,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,439
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-12,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,464
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-11,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,342
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-10,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,378
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-09,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,288
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-08,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,338
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-07,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,334
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-06,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,318
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-05,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,304
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-04,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,322
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-03,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,358
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-02,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,323
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-01,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,317
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-12,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,329
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-11,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,319
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-10,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,323
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-09,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,293
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-08,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,307
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-07,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,314
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-06,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,298
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-05,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,276
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-04,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,309
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-03,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,322
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-02,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,306
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-01,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,310
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-12,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,303
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-11,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,321
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-10,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,333
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-09,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,324
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-08,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,287
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-07,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,276
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-06,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,296
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-05,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,335
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-04,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,291
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-03,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,310
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-02,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,268
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2019-01,Månad,5,5,Region,Östergötland,Alla,Totalt,Antal,322
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-07,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,443
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-06,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,462
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-05,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,447
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-04,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,468
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-03,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,473
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-02,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,453
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2023-01,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,508
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-12,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,521
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-11,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,541
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-10,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,551
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-09,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,545
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-08,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,562
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-07,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,475
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-06,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,482
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-05,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,518
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-04,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,519
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-03,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,526
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-02,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,488
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2022-01,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,483
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-12,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,496
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-11,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,544
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-10,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,573
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-09,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,527
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-08,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,495
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-07,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,497
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-06,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,474
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-05,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,497
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-04,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,471
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-03,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,522
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-02,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,394
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2021-01,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,510
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-12,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,407
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-11,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,527
12/21/2023 12:39:26,"Patientregistret, Socialstyrelsen",Besök på akutmottagning psykiatrisk vård,Antal besök på akutmottagning psykiatrisk vård per månad. 2019 års värde är ett genomsnitt för jämförelseperioden 2017-2019,40982337-4c27-41c0-b68e-ee95dddbcfcd,2020-10,Månad,6,6,Region,Jönköping,Alla,Totalt,Antal,578
