Datum och tid för uttag,Register/källa,Titel,Diagramrubrik,Indikator-Id,Mätperiod,Periodtyp,Enhetskod,Enhetstyp,Enhetsnamn,Ålder,Kön/Totalt,Måttenhet,Värde
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-10,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5127
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-09,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5121
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-08,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5119
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-07,Månad,4,Region,Sörmland,Alla,Totalt,Antal,4975
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-06,Månad,4,Region,Sörmland,Alla,Totalt,Antal,4999
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-05,Månad,4,Region,Sörmland,Alla,Totalt,Antal,4423
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-04,Månad,4,Region,Sörmland,Alla,Totalt,Antal,3902
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-03,Månad,4,Region,Sörmland,Alla,Totalt,Antal,4799
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-02,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5254
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-01,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5809
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-12,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5342
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-11,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5458
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-10,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5783
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-09,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5651
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-08,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5814
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-07,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5943
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-06,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5487
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-05,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5732
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-04,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5584
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-03,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5664
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-02,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5030
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-01,Månad,4,Region,Sörmland,Alla,Totalt,Antal,5803
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-07,Månad,5,Region,Östergötland,Alla,Totalt,Antal,9845
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-06,Månad,5,Region,Östergötland,Alla,Totalt,Antal,10748
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-05,Månad,5,Region,Östergötland,Alla,Totalt,Antal,11151
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-04,Månad,5,Region,Östergötland,Alla,Totalt,Antal,10479
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-03,Månad,5,Region,Östergötland,Alla,Totalt,Antal,10605
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-02,Månad,5,Region,Östergötland,Alla,Totalt,Antal,9246
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-01,Månad,5,Region,Östergötland,Alla,Totalt,Antal,9996
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-12,Månad,5,Region,Östergötland,Alla,Totalt,Antal,10426
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-11,Månad,5,Region,Östergötland,Alla,Totalt,Antal,9938
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-10,Månad,5,Region,Östergötland,Alla,Totalt,Antal,10181
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-09,Månad,5,Region,Östergötland,Alla,Totalt,Antal,10390
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-08,Månad,5,Region,Östergötland,Alla,Totalt,Antal,8200
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-07,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7919
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-06,Månad,5,Region,Östergötland,Alla,Totalt,Antal,8425
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-05,Månad,5,Region,Östergötland,Alla,Totalt,Antal,8405
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-04,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7860
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-03,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7912
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-02,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7551
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-01,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7715
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-12,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7832
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-11,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7625
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-10,Månad,5,Region,Östergötland,Alla,Totalt,Antal,8116
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-09,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7897
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-08,Månad,5,Region,Östergötland,Alla,Totalt,Antal,8324
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-07,Månad,5,Region,Östergötland,Alla,Totalt,Antal,8504
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-06,Månad,5,Region,Östergötland,Alla,Totalt,Antal,8149
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-05,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7918
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-04,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7635
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-03,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7427
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-02,Månad,5,Region,Östergötland,Alla,Totalt,Antal,6536
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-01,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7636
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-12,Månad,5,Region,Östergötland,Alla,Totalt,Antal,6946
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-11,Månad,5,Region,Östergötland,Alla,Totalt,Antal,6953
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-10,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7457
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-09,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7329
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-08,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7637
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-07,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7244
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-06,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7247
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-05,Månad,5,Region,Östergötland,Alla,Totalt,Antal,6588
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-04,Månad,5,Region,Östergötland,Alla,Totalt,Antal,6309
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-03,Månad,5,Region,Östergötland,Alla,Totalt,Antal,6569
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-02,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7264
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2020-01,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7823
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-12,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7916
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-11,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7727
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-10,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7782
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-09,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7488
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-08,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7984
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-07,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7952
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-06,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7806
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-05,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7951
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-04,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7828
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-03,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7657
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-02,Månad,5,Region,Östergötland,Alla,Totalt,Antal,6881
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2019-01,Månad,5,Region,Östergötland,Alla,Totalt,Antal,7886
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-07,Månad,6,Region,Jönköping,Alla,Totalt,Antal,6742
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-06,Månad,6,Region,Jönköping,Alla,Totalt,Antal,7244
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-05,Månad,6,Region,Jönköping,Alla,Totalt,Antal,7552
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-04,Månad,6,Region,Jönköping,Alla,Totalt,Antal,7041
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-03,Månad,6,Region,Jönköping,Alla,Totalt,Antal,7595
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-02,Månad,6,Region,Jönköping,Alla,Totalt,Antal,6708
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2023-01,Månad,6,Region,Jönköping,Alla,Totalt,Antal,7450
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-12,Månad,6,Region,Jönköping,Alla,Totalt,Antal,7476
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-11,Månad,6,Region,Jönköping,Alla,Totalt,Antal,7215
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-10,Månad,6,Region,Jönköping,Alla,Totalt,Antal,7600
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-09,Månad,6,Region,Jönköping,Alla,Totalt,Antal,7397
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-08,Månad,6,Region,Jönköping,Alla,Totalt,Antal,6015
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-07,Månad,6,Region,Jönköping,Alla,Totalt,Antal,5777
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-06,Månad,6,Region,Jönköping,Alla,Totalt,Antal,6067
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-05,Månad,6,Region,Jönköping,Alla,Totalt,Antal,5998
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-04,Månad,6,Region,Jönköping,Alla,Totalt,Antal,5816
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-03,Månad,6,Region,Jönköping,Alla,Totalt,Antal,6029
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-02,Månad,6,Region,Jönköping,Alla,Totalt,Antal,5507
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2022-01,Månad,6,Region,Jönköping,Alla,Totalt,Antal,5914
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-12,Månad,6,Region,Jönköping,Alla,Totalt,Antal,6125
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-11,Månad,6,Region,Jönköping,Alla,Totalt,Antal,5655
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-10,Månad,6,Region,Jönköping,Alla,Totalt,Antal,6171
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-09,Månad,6,Region,Jönköping,Alla,Totalt,Antal,6070
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-08,Månad,6,Region,Jönköping,Alla,Totalt,Antal,6058
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-07,Månad,6,Region,Jönköping,Alla,Totalt,Antal,5990
 2023-12-21 12:37:5,"Patientregistret, Socialstyrelsen",Besök på akutmottagning somatisk vård,Antal besök på akutmottagning somatisk vård per månad.,77006d04-84bd-4dd3-ba73-034b48385b8e,2021-06,Månad,6,Region,Jönköping,Alla,Totalt,Antal,5972
